,Event,Date,Organizer,Location
0,#ITsubbotnik Autumn 2019,2 ноября 2019 г.,EPAM Moscow IT Events,Moskva
0,PiterPy Meetup,10 декабря 2019 г.,PiterPy Meetup,
0,SPb Reliability Meetup #4,7 ноября 2019 г.,SPb Reliability Meetup,"г. Санкт-Петербург, Васильевский"
0,26 мая в Санкт-Петербурге состоится WordPress-конференция WordCamp,26 мая 2018 г.,Saint-Petersburg WordPress Community,Санкт-Петербург
0,Moscow WiBD Meetup: Gender Gap in IT and Data Science as Career,10 сентября 2019 г.,Women in Big Data (Russian Chapter),Moskva
0,Go Meetup SPB: May,30 мая 2019 г.,Go SPB,Санкт-Петербург
0,"Index Meetup ""GameDev с Сергеем Волковым: ""всё сложно""",16 августа 2018 г.,IndexMeetup,Москва
0,Объединяем Agile команды (Essential SAFe®),4 октября 2018 г.,Scaling Agile Russia Meetup,Москва
0,PiterPy Breakfast ,2 октября 2019 г.,PiterPy Meetup,Sankt-Peterburg
0,Firebase Study Jam,8 февраля 2020 г.,GDG Vladivostok,Владивосток
0,Tver.io Analyst Games,20 июля 2019 г.,Tver.io Meetup,Тверь
0,St. Petersburg Rust Meetup,19 января 2020 г.,SPb Rust Community,Sankt-Peterburg
0,SPb Python Drinkup,24 декабря 2020 г.,SPb Python Community,
0,Product Mindset Krasnodar #3,16 ноября 2019 г.,Productology.krd,Краснодар
0,NodeSchool Novosibirsk #2,28 октября 2017 г.,NodeSchool Novosibirsk,Новосибирск
0,Функциональное программирование с LambdaNsk,21 июня 2015 г.,Novosibirsk Scala Enthusiasts,Новосибирск
0,Change the Game: Winning with AI,13 сентября 2018 г.,Apache Spark in Moscow,Нью-Йорк
0,Встреча группы в Microsoft Technology center,16 ноября 2017 г.,Moscow Azure Meetup,Москва
0,SPb Scala Meetup 2018.1,8 февраля 2018 г.,SPb Scala User Group,Saint Petersburg
0,#LearnDocker Event @DockerNsk Edition,17 ноября 2018 г.,Docker Novosibirsk,Новосибирск
0,TeamLead SPb Meetup #1,23 июля 2019 г.,TeamLead SPb Meetup,"г. Санкт-Петербург, Васильевский"
0,WEBINAR #2: Technical Widening on Hyperledger Fabric,30 января 2017 г.,Hyperledger Moscow,Москва
0,Продуктовые (Feature) команды против Компонентных и Проектных команд,27 марта 2017 г.,St. Petersburg Lean Coffee,Saint Petersburg
0,English Club with Nataly — English.Light (Elementary & Pre-Intermediate),22 марта 2020 г.,English Club with Nataly,Moscow
0,GazpromNeft #itmotech | Oil&Gas Семинар| 27 Ноября 2019,27 ноября 2019 г.,Itmotech friends - группа единомышленников,Sankt-Peterburg
0,Конкурентные преимущества Postgres pro на платформе Power9.,25 апреля 2019 г.,IBM Power Moscow.,Москва
0,Code Contribution Day: Вместе c Венецией,26 мая 2018 г.,Moscow Magento Meetup,Москва
0,Собрание стартап клуба,22 декабря 2019 г.,Стартап клуб,Москва
0,Семинар по разработке демо под ZX Spectrum,7 декабря 2019 г.,Embedded Systems Meetup St. Petersburg,Saint Petersburg
0,Women TechMakers — International Women's Day (IWD) 2020,21 марта 2020 г.,GDG St. Petersburg,Sankt-Peterburg
0,SPECIA Analytics Online Conf,12 февраля 2020 г.,SPECIA,
0,Java Guru Meetup in SpB,20 июня 2019 г.,"Enterprise containers, clusters and service mesh",Санкт-Петербург
0,Moscow English Speaking Club for Programmers SPEAK++,14 марта 2020 г.,Moscow English Speaking Club for Programmers SPEAK++,Moskva
0,Встреча сообщества IT Pro: Windows Defender ATP и развертывание PKI,1 марта 2018 г.,Сообщество IT Pro в Москве,Москва
0,Готовимся к Windows 10,22 апреля 2015 г.,Microsoft Dev Tech,Москва
0,Асинхронный Play: как я попал на монады,26 сентября 2014 г.,Novosibirsk Scala Enthusiasts,Новосибирск
0,PMM#5. The Products World Cafe,20 апреля 2017 г.,ProductTank Moscow,Москва
0,Virtual HUG: HashiTalks 2020,20 февраля 2020 г.,"St. Petersburg, Russia HashiCorp User Group",
0,Go Meetup,14 июня 2019 г.,GDG Vladivostok,Владивосток
0,Moscow Data Science 3 марта,3 марта 2017 г.,Moscow Data Science,Москва
0,Встреча с итальянским архитектором и дизайнером Амедео Скварцони,6 февраля 2020 г.,Международная Школа Дизайна (Санкт-Петербург),Санкт-Петербург
0,ProductTank Open Space. Again.,30 августа 2019 г.,ProductTank Moscow,Moskva
0,DevOpsDays Moscow 2019,7 декабря 2019 г.,DevOps Moscow in Russian,Moskva
0,Data Fest2,5 марта 2016 г.,Moscow Data Fest,Москва
0,"Project & Product Soup Meetup - как сварить проекты, чтобы они стали продуктами",14 марта 2019 г.,"Цифровые трансформации(Облака, Agile, PM)",Moskva
0,St. Petersburg Rust Meetup,5 января 2020 г.,SPb Rust Community,Sankt-Peterburg
0,SPBDSM#14,24 мая 2019 г.,St. Petersburg Data Science,Санкт-Петербург
0,"Investment Agreement, Growth and Bootstrapping ",9 октября 2019 г.,Moscow Startup Founder 101,Moskva
0,WebDev #11,21 декабря 2019 г.,GDG Novosibirsk,Новосибирск
0,SPb Python Drinkup,28 ноября 2019 г.,SPb Python Community,
0,Msk Jenkins Meetup #3. Jenkins и DevOps,24 ноября 2017 г.,Moscow Jenkins Meetup,Москва
0,BeerPHP Moscow #5 - Panda Meetup Special,22 августа 2019 г.,BeerPHP Moscow,Москва
0,Июль в гостях у МегаФона,25 июля 2019 г.,Moscow Atlassian User Group,Moskva
0,Blockchain MeetUP: Блокчейн в СМИ,15 сентября 2017 г.,IBCG (Moscow Blockchain Community),Москва
0,Организация свадьбы и Канбан? Нет ничего проще :),14 сентября 2017 г.,Russian Lean/Kanban Network,Москва
0,Семинар #2: Reinforcement learning,1 ноября 2015 г.,Deep learning Moscow,Москва
0,Общегородская встреча сообщества HashiCorp User Group #10,20 июня 2018 г.,"St. Petersburg, Russia HashiCorp User Group",Санкт-Петербург
0,Первый митап о функциональном программировании в DI Telegraph,16 августа 2014 г.,Functional programming Meetup,Москва
0,MSK VUE.JS MEETUP #4,17 октября 2019 г.,MSK VUE.JS,Moskva
0,International Women's Day Astrakhan (IWD) 2020,4 апреля 2020 г.,GDG Astrakhan,
0,Sitecore User Group Russia Meetup #3,26 февраля 2020 г.,Sitecore User Group Russia,Sankt-Peterburg
0,September 2016 Meetup,2 сентября 2016 г.,Moscow Data Science,
0,IT Global meetup #10,14 мая 2017 г.,Embedded Systems Meetup St. Petersburg,Санкт-Петербург
0,"VMWare, Mail.Ru Cloud Containers, Calico и суровый Bare Metal",20 июня 2018 г.,Moscow Kubernetes Meetup,Москва
0,Third Meetup,14 января 2016 г.,Moscow NodeJS Meetup,Москва
0,Оптимизация запросов в PostgreSQL,21 августа 2019 г.,GDG Astrakhan,Astrakhan
0,Постгрес-вторник,7 января 2020 г.,#RuPostgres,
0,"Kotlin, Coroutines & Google App Engine",23 января 2020 г.,GDG Cloud Yaroslavl,Yaroslavl'
0,ClojureScript воркшоп для фронтенд разработчиков,24 февраля 2018 г.,Moscow Clojure Meetup,Москва
0,Vue.js Moscow Meetup #1 (22.03.2018),22 марта 2018 г.,Moscow Vue.js Meetup,Москва
0,DevOps-40: Специальный выпуск!,18 марта 2020 г.,DevOps-40,Saint Petersburg
0,Безопасная разработка на IT-фесте TechTrain (2 сентября),2 сентября 2018 г.,Positive Development User Group,
0,Minter #1000 Moscow Meetup,26 сентября 2019 г.,IBCG (Moscow Blockchain Community),Moskva
0,Back-end Security Meetup,12 февраля 2020 г.,EPAM IT Events Nizhniy Novgorod,Nizhnij Novgorod
0,Мини-Гипербатон: технология DITA,13 декабря 2017 г.,Yandex St.Petersburg Events for Developers,Saint Petersburg
0,"Вебинар. 1С в Яндекс.Облаке. Опыт компании ""Протон""",12 марта 2020 г.,Мероприятия Яндекс.Облака для разработчиков,
0,Meetup#11,22 марта 2018 г.,St. Petersburg Data Science,
0,Cloud Native Jenkins с Carlos Sanchez,15 ноября 2018 г.,Moscow Jenkins Meetup,Москва
0,Квартирник Модель мира,4 апреля 2020 г.,FoundersDevelopers / WorldModel,Moskva
0,Global Azure Bootcamp 2019 Russia,27 апреля 2019 г.,Intelligent Communications Community,Москва
0,Elixir Lang Moscow Meetup #2,25 октября 2016 г.,Elixir Lang Moscow,Москва
0,SPb Reliability Breakfast #3,10 июля 2019 г.,SPb Reliability Meetup,Sankt-Peterburg
0,GDG Machine Learning codelab,11 октября 2018 г.,GDG Tyumen,Tyumen
0,@aws_ru Moscow #2,27 февраля 2019 г.,AWS_RU,Moskva
0,Agile - интервизия в Новосибирске,19 февраля 2020 г.,AgileSibir: все про Agile и Scrum из Сибири (Novosibirsk),Новосибирск
0,PiterPy Meetup Hacktoberfest Open Source Sprint 2019.1,12 октября 2019 г.,PiterPy Meetup,Sankt-Peterburg
0,Общегородская встреча сообщества HashiCorp User Group #13,20 ноября 2018 г.,"St. Petersburg, Russia HashiCorp User Group",Санкт-Петербург
0,QA Meetup,12 мая 2019 г.,Plesk,Новосибирск
0,Изучаем Linux Network Stack. Kernelshark in action,16 октября 2019 г.,Cyber Security Club Moscow,Moskva
0,Встреча #6,15 марта 2018 г.,SPb Azure Interest Group,Санкт-Петербург
0,QA Meetup,19 мая 2019 г.,Plesk,Новосибирск
0,Scala Beer Day,19 января 2018 г.,SPb Scala User Group,Saint Petersburg
0,MOSDROID #13 Aluminium,10 ноября 2018 г.,MOSDROID,
0,Готовим начинку для облака (cloudinit/cloudbase иное…),27 ноября 2019 г.,DevOps-40,Sankt-Peterburg
0,Все техники BABOK (занятие 1 из 10),25 апреля 2020 г.,Moscow School of Business Analysis,Москва
0,#itmotech | LAB.openday | 23 Октября 2019,23 октября 2019 г.,Itmotech friends - группа единомышленников,Sankt-Peterburg
0,Бесплатный курс  занятий “JavaScript” для всех желающих,8 февраля 2020 г.,GDG Magas,Назрань
0,WiBD Moscow Meetup: Data science. Компьютерное зрение. Коучинг.,18 марта 2020 г.,Women in Big Data (Russian Chapter),Moskva
0,Larabeer Moscow на DevConf,21 июня 2019 г.,Laravel Russia,Moskva
0,"Воркшоп ""Employee Jounrey Map: практика применения"" с Алексеем Долгушевым",14 июня 2019 г.,IndexMeetup,Москва
0,Вебинар. Обзор платформы Яндекс.Облако,26 марта 2020 г.,Мероприятия Яндекс.Облака для разработчиков,
0,SPb Python Drinkup,26 сентября 2019 г.,SPb Python Community,
0,"PM Lunch in Oh, My Dog 23.11",23 ноября 2019 г.,PM lunch (St. Petersburg),Sankt-Peterburg
0,GDG Mobile-meetup,20 февраля 2019 г.,GDG Izhevsk,Ижевск
0,WordPress Meetup #3. Гостим в Москве,19 июня 2018 г.,WordPress Krasnogorsk,Москва
0,Women TechMakers #2,25 сентября 2019 г.,GDG St. Petersburg,Sankt-Peterburg
0,"Index Meetup ""Digital профессии""",15 июля 2019 г.,IndexMeetup,Москва
0,Общие вопросы электронной коммерции,14 ноября 2019 г.,Ecommerce Mastermind,
0,WP Moscow #7. Митап на крыше,18 апреля 2019 г.,WordPress Moscow,Москва
0,Общегородская встреча сообщества HashiCorp User Group #12,26 сентября 2018 г.,"St. Petersburg, Russia HashiCorp User Group",Санкт-Петербург
0,Agile meetup#9,16 марта 2019 г.,AgileNSK,Новосибирск
0,GPGPU. Параллельные вычисления на основе технологии CUDA. ,18 июля 2019 г.,St. Petersburg C++ User Group,Sankt-Peterburg
0,Nous PARLONS Français. Мы говорим по-французски,29 февраля 2020 г.,Language Club MERGE,Москва
0,PM Lunch in Tiger lily 14.07,14 июля 2019 г.,PM lunch (St. Petersburg),Sankt-Peterburg
0,Moscow Python Beer Meetup №16,22 августа 2019 г.,Moscow Python Beer Meetup,Москва
0,Ruby Meetup №9. ,26 февраля 2019 г.,RubyRussia,Москва
0,Moscow Clojure Meetup,11 мая 2019 г.,Moscow Clojure Meetup,Moskva
0,Java Webinar,5 марта 2020 г.,EPAM IT Events,
0,WordPress Meetup #15. Открытая дискуссия.,16 февраля 2019 г.,Saint-Petersburg WordPress Community,Санкт-Петербург
0,Вебинар. Настройка отказоустойчивой архитектуры в Облаке,6 февраля 2020 г.,Мероприятия Яндекс.Облака для разработчиков,
0,IS-01: Базовый инженерный курс по решениям Infosim.,13 августа 2019 г.,FACTOR GROUP Training and Education Center User Group,Moskva
0,DevFest SPB 2019,23 ноября 2019 г.,GDG St. Petersburg,Sankt-Peterburg
0,IT Discourse - Functional Programming,15 мая 2018 г.,IT Discourse,Тверь
0,IT talk SPb «Как выйти на глобальный рынок труда?»,20 февраля 2020 г.,DataArt Events,Sankt-Peterburg
0,SuperJob iOS Meetup,30 ноября 2017 г.,Moscow iOS Meetup,Москва
0,Играем в getKanban - игра-симулятор основных принципов Kanban,30 марта 2019 г.,"Agile Ufa (Scrum, Kanban, Lean, и все про бизнес-процессы)",Уфа
0,Первая встреча AWS Meetup Moscow,4 июля 2017 г.,AWS Meetup Moscow,
0,Как спроектировать VueJS компоненты и не прострелить себе ногу?,12 декабря 2018 г.,Moscow North-East FrontEnd Talks,Москва
0,@aws_ru EKS и Архитектура,17 декабря 2019 г.,AWS_RU,Москва
0,Февральская встреча Сообщества технических писателей Санкт-Петербурга,10 февраля 2017 г.,Write the Docs St. Petersburg,Санкт-Петербург
0,Встреча SpbDotNet №55,12 декабря 2019 г.,SpbDotNet,
0,JetBrains Night Tel Aviv 2019,20 мая 2019 г.,JetBrains Nights,Tel Aviv-Yafo
0,Функциональные структуры данных,13 сентября 2013 г.,Novosibirsk Scala Enthusiasts,Новосибирск
0,SPb Python Drinkup,27 февраля 2020 г.,SPb Python Community,
0,Product meetup powered by Spice IT & BCS в пространстве WeWork,5 марта 2020 г.,Spice IT Networking,Moskva
0,NOSOTROS HABLAMOS ESPANOL. Говорим по-испански (MERGE),7 марта 2020 г.,Language Club MERGE,Москва
0,"Познакомимся, обсудим возможные темы для докладов в будущем",27 октября 2015 г.,Moscow EmberJS Meetup,Москва
0,Ищем и находим - встреча ElasticsearchMsk 20.09.19,20 сентября 2019 г.,Elasticsearch Moscow,Москва
0,Модель зрелости Скрам-команды,8 апреля 2019 г.,Inspired by Agile Moscow Meetup,Москва
0,SPb Scala Meetup 2020.1,19 февраля 2020 г.,SPb Scala User Group,Санкт-Петербург
0,Msk Jenkins Meetup #1,2 ноября 2016 г.,Moscow Jenkins Meetup,Москва
0,Think 2019 - Crowd Chat,17 января 2019 г.,Apache Spark in Moscow,
0,Бермудский треугольник IT : Бизнес анализ - Тестирование - Техподдержка,6 апреля 2018 г.,TechBar Техбар,Казань
0,Data.gov.ru Hackathon #2,10 октября 2015 г.,Moscow Open Data Development Meetup,
0,"Live From New York City, it's H2O.ai!",21 августа 2019 г.,Moscow Artificial Intelligence & Deep Learning,Нью-Йорк
0,RedCode Meetup #1. Егор Бугаенко: 12 шагов от Java к ООП,17 мая 2018 г.,RedCode,Краснодар
0,"Июньский митап: React-native, микросервисы и мокирование API в тестах",5 июня 2018 г.,Zelenograd Dev Meetup,Зеленоград
0,Flutter Interact: Viewing Party,11 декабря 2019 г.,GDG Ufa,Уфа
0,.Net Community Meetup #2,8 ноября 2018 г.,GDG Novosibirsk,Новосибирск
0,Активный рекрутмент ,21 ноября 2019 г.,Spice IT Networking,Moskva
0,Scrum Agile + Product management ,14 мая 2020 г.,Agile Academy,Sankt-Peterburg
0,FinNext-2017 forum,15 февраля 2017 г.,Fintech Banking,Москва
0,Четвертая встреча общества анонимных тестировщиков,18 октября 2018 г.,Общество анонимных тестировщиков,Москва
0,#AgileUfa - стенд на #UfaDevConf,30 ноября 2019 г.,"Agile Ufa (Scrum, Kanban, Lean, и все про бизнес-процессы)",Уфа
0,Безопасность,22 августа 2018 г.,DevOps Moscow in Russian,
0,English Club with Nataly — English.Light (Elementary & Pre-Intermediate),23 февраля 2020 г.,English Club with Nataly,
0,"D365 Business Central: new version in Russia, Azure services and licensing",11 декабря 2018 г.,Dynamics365 Russian User Group,Saint Petersburg
0,"""Что нового в Confluence и Jira, и как жить дальше?"" или Коротко об Atlassian Op",4 октября 2019 г.,Atlassian User Group in St. Petersburg,
0,Women TechMakers night,4 июля 2019 г.,GDG St. Petersburg,Sankt-Peterburg
0,NodeSchool Novosibirsk #4,30 июня 2018 г.,NodeSchool Novosibirsk,Новосибирск
0,DevOps40 June,13 июня 2019 г.,DevOps-40,Saint Petersburg
0,Docker Meetup #5,17 июня 2017 г.,Docker Novosibirsk,
0,Angular Москва №14,27 июня 2019 г.,Angular Moscow,Москва
0,Современная стратегическая аналитика (1 из 10),11 мая 2020 г.,Moscow School of Business Analysis,Москва
0,ClojuRU - Первая специализированная Clojure конференция в России,26 октября 2019 г.,Moscow Clojure Meetup,Москва
0,Connecting AudioCodes SBC to Microsoft Teams Direct Routing Enterprise Model,21 марта 2019 г.,Intelligent Communications Community,
0,С++ Party,22 августа 2017 г.,Yandex Novosibirsk Events for Developers,Новосибирск
0,Второй PyData Meetup,25 апреля 2017 г.,PyData Moscow,Москва
0,Жарим шашлыки и обсуждаем WordPress,25 августа 2018 г.,WordPress Krasnogorsk,Красногорск
0,ENOG13,23 мая 2017 г.,Open Source Networking User Group Moscow,
0,IWD (International Women's Day 2020),15 марта 2020 г.,GDG Kaliningrad,
0,"Вебинар: Разработка новых приложений, каналов и API с использованием IMC",16 октября 2019 г.,Moscow In-Memory Computing Meetup,
0,Web Accessibility Meetup,10 февраля 2020 г.,GDG Nizhny Novgorod,Nizhnij Novgorod
0,Tech U Dubai 2020,6 апреля 2020 г.,IBM BlueExperts CEE,Dubai
0,Продуктовый менеджмент для внутренних и B2B-продуктов,7 декабря 2019 г.,GDG Krasnoyarsk,Krasnoyarsk
0,[Питер] Как проектному менеджеру стать продуктовым - митап Университета ИТМО,19 марта 2019 г.,"Цифровые трансформации(Облака, Agile, PM)",Sankt-Peterburg
0,QA MeetUp,8 июня 2018 г.,Kazan Expert Fridays Meetups,Казань
0,Первый митап GDG Sochi,26 сентября 2019 г.,GDG Sochi,Bolshoy Sochi
0,"Community Day: Cloud Migration, Containers, Kubernetes, and Microservices",14 ноября 2019 г.,Big Data Developers in Moscow,
0,SPbR #12,25 августа 2018 г.,St. Petersburg R User Group,Санкт-Петербург
0,Nous PARLONS Français. Мы говорим по-французски,7 марта 2020 г.,Language Club MERGE,Москва
0,Трансляция PHPConf Russia 2019,17 мая 2019 г.,Plesk,Новосибирск
0,"Интернет вещей и МТС: все что вы хотели знать, но  боялись спросить",13 декабря 2018 г.,IoT Community,
0,Онлайн-сервисы в автобизнесе - зачем и как использовать?,23 мая 2019 г.,Автобизнес новой реальности,Москва
0,Продолжение обсуждения книги Structure and Interpretation of Computer Programs,28 сентября 2019 г.,Functional Programming Specialty,Новосибирск
0,GetIT Meetup #4 про Frontend в Питере! ,14 июня 2019 г.,GetIT Community,Sankt-Peterburg
0,Я.Субботник по разработке интерфейсов,11 августа 2018 г.,Yandex St.Petersburg Events for Developers,Saint Petersburg
0,Drupal Moscow Drinkup,1 ноября 2018 г.,[Any] Digital Moscow,Москва
0,Kick Off Meetup ,1 марта 2018 г.,Scaling Agile Russia Meetup,Москва
0,Cloud Security Meetup,26 марта 2020 г.,Мероприятия Яндекс.Облака для разработчиков,Москва
0,Workshop “Public speaking like a native”,20 октября 2017 г.,Startup and Entrepreneurs Community at GrowUp,
0,SPb Python Drinkup,30 января 2020 г.,SPb Python Community,
0,"Поговорим про Clojure, Erlang, Scala, Haskell и другие интересные вещи",3 марта 2016 г.,Functional programming Meetup,Москва
0,"Обсуждение книги Learn You a Haskell 
for Great Good!",21 сентября 2019 г.,Functional Programming Specialty,Новосибирск
0,DevOps Winter,27 февраля 2019 г.,DevOps-40,Saint Petersburg
0,CI/CD и DevOps для небольших проектов.,22 декабря 2019 г.,Dev2Dev,Krasnoyarsk
0,"Курс обучения ""Kafka Интеграция для разработчиков""",16 апреля 2020 г.,BigDataSchool,Москва
0,Пилотная встреча,17 июня 2014 г.,Moscow Python Meetup,
0,React Meetup #1,20 октября 2018 г.,React NSK,Новосибирск
0,Мы проведем первый официальный митап по игровому движку Unreal Engine 4 в России,9 февраля 2017 г.,Moscow Official Unreal Engine 4 User Group Meetup,
0,Analytics meetup #2,23 октября 2019 г.,GDG Kaliningrad,Калининград
0,Special 🗽AngularNYC meetup in Moscow,22 августа 2019 г.,Angular Moscow,Москва
0,Apache Ignite®  Meetup #8,20 февраля 2020 г.,Moscow Apache Ignite®  Meetup,Moskva
0,Zabbix Moscow Meetup #5,21 августа 2019 г.,Zabbix Moscow Meetup,Москва
0,PiterPy Meetup,10 ноября 2020 г.,PiterPy Meetup,
0,JavaScript Party,7 июня 2017 г.,Yandex Novosibirsk Events for Developers,Новосибирск
0,Мартовская встреча #GDGUfa,5 марта 2020 г.,GDG Ufa,Уфа
0,#itmotech Openday 5 Октября 2019,5 октября 2019 г.,Itmotech friends - группа единомышленников,Sankt-Peterburg
0,Fearless Change Meetup,17 марта 2017 г.,St. Petersburg Lean Coffee,Санкт-Петербург
0,Go SPb Breakfast №1,15 февраля 2019 г.,Go SPB,Sankt-Peterburg
0,Moscow English Speaking Club for Programmers SPEAK++,11 января 2020 г.,Moscow English Speaking Club for Programmers SPEAK++,Moskva
0,Бесплатный курс  занятий “JavaScript” для всех желающих,18 января 2020 г.,GDG Magas,Назрань
0,Бесплатный курс  занятий “JavaScript” для всех желающих,28 декабря 2019 г.,GDG Magas,Назрань
0,Kotlin Meetup #4,17 декабря 2018 г.,St. Petersburg Kotlin User Group,Санкт-Петербург
0,Sitecore User Group Russia Meetup #3,26 февраля 2020 г.,EPAM IT Events,Sankt-Peterburg
0,"Постгрес-вторник. PG & Kubernetes. CI/CD, тесты. Гость: Дмитрий Столяров (Флант)",24 декабря 2019 г.,#RuPostgres,
0,Webinar: Top Strategies for Mobile Marketing,30 мая 2017 г.,Mobile Growth Moscow,Москва
0,"Ребят, Приветствую всех! И приглашаю в наш уютный чатик в телеграмме @aws_ru.",4 июля 2019 г.,AWS Meetup Moscow,
0,SharePoint and Office 365 Moscow Meetup #2,5 апреля 2019 г.,SharePoint and Office 365 Community Moscow,Moskva
0,Any topiс meetup,27 июля 2017 г.,Yekaterinburg Geeks Meetup,Екатеринбург
0,RustRush 2018,15 декабря 2018 г.,Rust в Москве,Москва
0,Flutter Study Jam,4 декабря 2019 г.,GDG Ulan-Ude,Улан-Удэ
0,Angular Москва №11,27 сентября 2018 г.,Angular Moscow,Москва
0,H2O World 2019 NYC,22 октября 2019 г.,Moscow Artificial Intelligence & Deep Learning,Нью-Йорк
0,Конференция к дню рождения OpenStack,13 июля 2018 г.,OpenStack & OpenInfra Russia Moscow,Москва
0,Thread Local в C++: как он есть,4 марта 2020 г.,St. Petersburg C++ User Group,Saint Petersburg
0,Онлайн-сервисы в автобизнесе - зачем и как использовать?,31 октября 2019 г.,Автобизнес новой реальности,Москва
0,Android Academy SPb,14 июня 2019 г.,GDG St. Petersburg,Sankt-Peterburg
0,Community  Speedrun Challenge #1:  BigQuery Basics for Data Analysts,3 февраля 2020 г.,GDG Cloud Innopolis,
0,Flutter Study Jam,20 февраля 2020 г.,GDG Sochi,Сочи
0,Droid Party,21 июня 2018 г.,Yandex Moscow Events for Developers,Москва
0,Flutter Study Jam,29 ноября 2019 г.,GDG Ulan-Ude,Улан-Удэ
0,MongoDB & More Meetup @ HighLoad++ by Percona,8 ноября 2017 г.,MMUG - Moscow MySQL User Group,"Skolkovo, Moscow region"
0,Презентация Data.gov.ru Hackathon,19 июня 2015 г.,Moscow Open Data Development Meetup,Москва
0,Moscow Python Beer Meetup №15,25 июля 2019 г.,Moscow Python Beer Meetup,Москва
0,Kotlin/Everywhere Gorky,21 сентября 2019 г.,GDG Nizhny Novgorod,Nizhnij Novgorod
0,Go Study Innopolis Lesson 4,27 февраля 2020 г.,GDG Cloud Innopolis,Innopolis
0,Вебинар. Партнёрская программа Яндекс.Облака,4 марта 2020 г.,Мероприятия Яндекс.Облака для разработчиков,
0,Стенд GDG и WTM на AppsConf,21 октября 2019 г.,GDG St. Petersburg,Sankt-Peterburg
0,Let's meet in SPb finally! :),29 сентября 2015 г.,Ansible SPb,Санкт-Петербург
0,DΛTA GEEKS MEETUP: Cutting Edge,17 ноября 2017 г.,Data Geeks Community,Москва
0,Вебинар. Жить в Облаке без единого разрыва,5 марта 2020 г.,Мероприятия Яндекс.Облака для разработчиков,
0,Open Space для LeSS,24 января 2019 г.,Large Scale Scrum (LeSS) Russia,Москва
0,FPConf 2016,3 декабря 2016 г.,Functional programming Meetup,Москва
0,The Dawn of a New Error with Phil Nash,21 января 2020 г.,St. Petersburg C++ User Group,Sankt-Peterburg
0,"Blockchain MeetUP: Игры, VR и ICO",24 августа 2017 г.,IBCG (Moscow Blockchain Community),Москва
0,Kotlin Meetup #1 | Introduction to Kotlin,5 сентября 2018 г.,GDG Astrakhan,Astrakhan
0,SPb Reliability Breakfast #1,1 февраля 2019 г.,SPb Reliability Meetup,Sankt-Peterburg
0,SPB Jenkins Meetup. Разработка Jenkins Pipeline,5 марта 2019 г.,St. Petersburg Jenkins Meetup,Санкт-Петербург
0,November Moscow Tech Meetup: Art of Science,29 ноября 2016 г.,Moscow Tech Meetup,Москва
0,WebDev Meetup #9,23 марта 2019 г.,GDG Novosibirsk,Новосибирск
0,DevFest Ufa 2019,30 ноября 2019 г.,GDG Ufa,Уфа
0,Постгрес-вторник,5 мая 2020 г.,#RuPostgres,
0,DevOps Moscow New Year Party,19 декабря 2018 г.,DevOps Moscow in Russian,
0,"Постгрес-вторник №10. Олег Правдин, CTO LinguaLeo. Хранимки -- за и против",18 февраля 2020 г.,#RuPostgres,
0,Flutter Study Jam : Перезагрузка !,20 августа 2019 г.,GDG Krasnodar,Краснодар
0,Vue.js Moscow Meetup #2 (05.07.2018) - Mail.ru,5 июля 2018 г.,Moscow Vue.js Meetup,Москва
0,MySQL User Group Meetup @ HighLoad++ by Percona,7 ноября 2017 г.,MMUG - Moscow MySQL User Group,"Skolkovo, Moscow region"
0,English Speaking Club,13 декабря 2019 г.,Бесплатный Английский Разговорный клуб,Москва
0,SharePoint and Office 365 Moscow Meetup #5,5 декабря 2019 г.,SharePoint and Office 365 Community Moscow,Moskva
0,Субботняя встреча MLUG / MLUG saturday's meetup,28 марта 2020 г.,Moscow GNU/Linux User Group,Москва
0,DΛTA GEEKS ЁЛКА,20 декабря 2018 г.,Data Geeks Community,Москва
0,Agile meetup#12,14 августа 2019 г.,AgileNSK,Новосибирск
0,"React Meetup #3 (Server Side Rendering, Transducers)",25 мая 2019 г.,React NSK,Новосибирск
0,St. Petersburg Rust Meetup,29 сентября 2019 г.,SPb Rust Community,Sankt-Peterburg
0,TECHNOGENESIS: бизнес-игра,7 декабря 2019 г.,Itmotech friends - группа единомышленников,Sankt-Peterburg
0,LeSS и Kanban - убираем организационные очереди вместе!,21 марта 2018 г.,Large Scale Scrum (LeSS) Russia,Москва
0,Митап!,27 января 2020 г.,Фасилитация Agile,Moskva
0,"Machine Learning с Михаилом Корнеевым (CTO Ingenix, евангелист Moscow Python)",26 июля 2018 г.,IndexMeetup,Москва
0,Семинар #7,17 мая 2016 г.,Deep learning Moscow,Москва
0,Kotlin Backend Meetup,25 апреля 2019 г.,Kotlin Moscow,Moskva
0,FP Specialty #4,26 октября 2019 г.,Functional Programming Specialty,Новосибирск
0,MobiFest Meetup | Томск | 20.02.20,20 февраля 2020 г.,IT События ЦФТ,Томск
0,Встреча с Русланом Череминым и Максимом Граминым - работа с окружением.,7 июня 2018 г.,Moscow Java User Group aka jug.msk.ru,Москва
0,Backend Meetup [Регистрация на офлайн-участие закрыта],25 апреля 2019 г.,Revolut Tech Russia,Moskva
0,Moscow Python Beer Meetup №13,25 апреля 2019 г.,Moscow Python Beer Meetup,Москва
0,Цифровые инструменты для автобизнеса новой реальности,28 мая 2020 г.,Автобизнес новой реальности,Москва
